Locality,Type,Price,Rooms,Living area(m2),Plot(m2),Installed Kitchen,Furnished,Fireplace,Terrace,Terrace Surface(m2),Garden,Garden Surface(m2),No.Facades,Swimming Pool,Condition,Construction Year,Energy Label
Etterbeek,House,650000€,3,230,90,,0,,1,3,,,2,0,,1930,G
Anseroeul,Mixed-use-building,525000€,4,201,1250,,,,1,,,,4,,Good,2004,C
Jette,House,525000€,4,170,,0,0,,1,23,1,185,3,0,Just renovated,,F
Nivelles,House,385000€,3,136,646,1,,1,,,1,450,4,,Good,1974,D
Arendonk,Mansion,1850000€,6,884,1210,,,,,,,,4,,As new,2007,B
La-hestre,House,269000€,3,174,260,0,0,,1,,,,2,0,Just renovated,2014,B
Leuven,House,535000€,4,230,,0,,1,1,50,1,655,3,,Good,,B
Jette,Apartment-block,1250000€,11,580,230,0,0,,1,5,1,22,2,0,Good,,D
Damme,House,2195000€,4,,39150,0,0,1,1,,,,4,0,Just renovated,1910,D
Nazareth,Villa,495000€,4,186,787,1,,,,,,,4,,Good,1991,B
Wezembeek-oppem,House,775000€,6,282,680,1,0,,1,,,,2,0,To be done up,1920,E
Linkebeek,House,175000€,2,71,86,0,,1,1,40,,,4,,To restore,,F
Berendrecht,House,399000€,3,100,567,,,,1,,,,4,,,1989,F
Geel,Villa,825000€,,,,,,,,,,,4,,As new,1971,D
Deurne-2100,House,319000€,4,119,99,,,,1,25,,,,,Good,1970,B
Borsbeek,Town-house,479000€,3,170,185,0,,,1,10,1,100,2,,As new,1963,B
Flenu,House,120000€,2,117,200,,,,1,8,1,97,2,,Good,,F
Puurs-sint-amands,House,594000€,4,204,321,,,,,,,,4,,As new,2009,B
Jabbeke,House,269900€,4,134,243,,,,,,,,4,,Good,1964,F
Aalst,House,319000€,4,179,210,0,0,,1,30,1,40,2,0,Good,1930,C
Bullingen,House,249000€,3,178,435,1,0,,1,,1,292,4,0,Good,,D
Waterloo,House,515000€,6,240,1257,0,0,,1,22,1,1106,3,0,To renovate,1900,C
Zwevegem,House,259500€,4,150,290,1,,,1,,,,2,,Good,,B
Archennes,House,375000€,4,232,578,,0,,1,21,,,3,0,To renovate,,F
Leuven,Country-cottage,985000€,6,608,10309,,,1,1,,,,,,As new,,B
Evere,House,595000€,6,332,148,0,0,,1,18,1,65,2,0,As new,1932,F
Antwerpen,House,439000€,2,178,115,0,,,1,6,1,80,2,,As new,1905,B
Andenne,Villa,649000€,5,305,6250,,0,,,,,,4,0,,1874,G
Humbeek,Villa,895000€,3,330,3807,1,,,,,,,4,,Good,1989,D
Velaine-sur-sambre,House,249000€,4,219,500,0,,1,,,,,4,,Good,1949,G
Essen,Villa,560000€,3,190,1457,0,,,1,18,1,1350,4,,As new,2022,A
Mechelen,House,622549€,4,203,351,0,0,,1,14,,,3,0,,2023,A
Wepion,Villa,410000€,6,180,1243,0,,,,,,,,,To be done up,,E
Poperinge,House,245000€,5,195,448,,,,,,1,248,2,,As new,1956,F
Turnhout,House,345000€,4,203,125,1,0,,1,,,,2,0,Good,1960,F
Zwevegem,House,159000€,2,150,162,,,,,,,,2,,Good,1936,E
Lille-gierle,House,497000€,7,420,1380,,0,,1,,,,4,0,,1979,C
Deinze,House,318000€,3,170,238,1,0,,1,20,1,150,2,0,To be done up,1962,B
Waremme,Villa,439000€,3,188,808,0,0,,1,,,,4,0,Good,2009,B
Houthalen-helchteren,House,249000€,2,134,511,,,,1,13,1,300,3,,Good,1949,F
Saint-symphorien,House,379000€,5,250,443,1,,,1,19,1,250,3,,,2025,A
Landen,Villa,525000€,3,262,751,,,,,,1,520,4,,As new,1986,D
Kraainem,House,985000€,5,316,374,1,,,,,1,200,3,,,2008,B
Affligem,Mixed-use-building,200000€,4,145,108,0,0,,1,10,,,3,0,To renovate,1957,F
Breendonk,House,379000€,3,157,,0,,,1,24,,,,,,2021,Not specified
Zonhoven,House,30000€,1,,847,,,,,,,,,,,1978,F
Oudenaarde,Mixed-use-building,175000€,1,67,77,,,,1,3,,,2,,Good,2015,A
Zutendaal,Villa,595000€,,348,2750,,,,,,,,,,Good,1984,C
Seraing,House,139500€,5,180,235,1,0,,,,,,3,0,Good,,G
Tremelo,House,925000€,4,289,1475,0,0,,1,,,,4,0,As new,2016,A
Maldegem,House,475000€,4,160,819,1,,,1,,,,4,,As new,1986,E
Rosseignies,Villa,449000€,4,140,979,0,0,,1,15,,,4,0,As new,1992,E
Bruxelles,Mixed-use-building,500000€,4,280,,0,0,,,,,,2,0,To be done up,,G
Schepdaal,House,450000€,3,180,1900,1,0,,1,,,,3,0,To be done up,1974,E
Cuesmes,House,145000€,4,257,320,,,,1,,,,3,,To renovate,,G
Havelange,House,230000€,2,178,295,,,,1,,1,295,2,,,,C
Seraing-ougree,House,119000€,3,107,276,1,0,,1,25,1,180,2,0,Good,1950,C
Lummen,Mixed-use-building,790000€,4,425,6700,1,,,1,,,,4,,As new,1994,C
Geraardsbergen,Mixed-use-building,550000€,2,235,290,,,,1,140,1,40,2,,As new,,D
Gilly,House,79000€,2,123,204,1,,,,,,,2,,To renovate,,E
Genk,House,260000€,3,168,870,,0,,,,,,3,0,,1965,F
Wetteren,House,229000€,3,219,372,1,,,1,,,,4,,Good,,D
Niel,House,339000€,3,202,,0,,,1,,,,3,,,1964,F
Overijse,Town-house,549000€,4,222,337,0,0,,1,22,1,175,2,0,Good,1995,C
Brasschaat,House,355000€,3,117,319,,,,,,1,198,3,,To renovate,1953,F
Assenede,House,329000€,3,160,350,1,0,,1,84,1,115,3,0,Good,1930,B
Wavre,House,495000€,6,342,1050,0,0,,1,,1,800,4,0,,1970,B
Grobbendonk,Villa,1695000€,6,887,,,,,,,,,4,,As new,1992,C
Willebroek,House,417000€,3,190,351,,,,,,,,4,,,2024,Not specified
Essen,House,398000€,3,185,760,1,0,,1,,,,4,0,Good,1958,D
Jupille,House,179000€,2,104,210,0,,,1,14,1,150,2,,To be done up,,E
Bruxelles-1,House,850000€,4,306,161,0,0,,1,10,1,27,2,0,,1900,G
Grace-hollogne,House,210000€,3,110,290,0,,,,,1,109,3,,To be done up,,F
Gent,House,545000€,4,203,114,1,,,,,1,25,2,,Just renovated,1955,B
Seraing,House,199000€,3,140,540,0,,,,,1,360,3,,Good,,E
Sint-pieters-leeuw,Exceptional-property,770000€,4,315,2160,1,1,1,1,61,1,1730,4,1,,1800,E
Jumet,House,275000€,4,325,1117,,,,1,75,1,791,3,,Good,,C
Laarne,House,749000€,4,224,,1,,,,,,,4,,Good,2001,A
Woluwe-saint-lambert,House,695000€,5,254,110,0,1,,1,18,,,2,1,As new,1930,G
Schaerbeek,Apartment-block,895000€,6,300,82,1,0,,,,1,20,2,0,To renovate,1906,E
Damme,Farmhouse,2500000€,5,339,7429,,,,,,,,4,,Just renovated,1850,B
Woluwe-saint-lambert,House,799000€,5,255,131,0,0,,1,,1,30,2,0,As new,1910,G
Wolvertem,Farmhouse,1600000€,7,323,52622,,,,,,,,4,,Good,1981,D
Houthalen-helchteren,House,269000€,2,,,,,,,,,,,,,,B
Bruxelles,House,715000€,,220,,,,,,,,,2,,Good,1930,E
Stabroek,Town-house,389000€,3,160,210,0,,,1,20,1,120,2,,Good,2019,A
Gistel,House,139000€,2,144,110,,,,,,1,7,2,,To renovate,,F
Wetteren,House,370000€,4,463,278,0,,,,,,,2,,To renovate,,D
Ronse,House,185000€,4,180,287,0,,,1,6,1,150,2,,To renovate,1953,E
Affligem,Bungalow,365000€,3,146,578,1,0,,1,20,1,350,4,0,To renovate,1976,D
Glabbeek,House,865000€,4,400,5680,1,,,1,,,,4,,As new,1974,B
De-haan,House,295000€,1,65,833,,,,,,,,,,,,D
Stabroek,House,349000€,2,185,240,1,0,1,1,40,1,40,3,0,As new,1800,E
Affligem,House,395000€,3,152,884,0,0,,1,42,1,270,3,0,Good,1962,F
Hoeselt,Farmhouse,229000€,2,,990,,,,,,,,,,,1874,F
Baisieux,Villa,295000€,4,323,1507,,0,,1,38,1,1276,4,0,As new,,C
Rochefort,House,145000€,4,125,,0,0,,1,15,,,2,0,To renovate,,F
Gerpinnes,House,50000€ + 1150€ per month,1,77,1352,0,,,,,,,4,,Good,,G
Watermael-boitsfort,House,775000€,3,320,251,1,0,,,,1,70,2,0,To renovate,1930,F
Waremme,House,150000€,4,220,141,0,0,,,,,,2,0,To renovate,1910,G
Leuven,House,624333€,6,222,136,0,0,,,,,,2,0,As new,2023,Not specified
Grobbendonk,Villa,1275000€,5,377,5387,,,,,,,,4,,As new,1988,B
Leopoldsburg,House,255000€,3,182,182,,,,,,,,,,Just renovated,1934,B
Ravels-poppel,House,645000€,4,310,1182,0,0,,1,,,,4,0,,2001,B
Aalst,House,190000€,2,96,50,,,,1,,,,,,,,C
Leuven,House,445000€,2,70,70,,,,1,5,,,,,Good,1939,C
Sint-pauwels,House,458000€,2,206,1509,1,,,1,16,,,4,,Good,1970,D
Pont-a-celles-viesville,Villa,229000€,2,186,890,0,,,1,,,,4,,To renovate,,F
Uccle,House,545000€,4,140,55,0,,,1,,1,35,2,,Good,1933,G
Mortsel,Town-house,190000€,3,,130,,,,,,,,2,,,1961,F
Evere,House,549000€,4,248,,0,0,,1,10,1,80,2,0,Good,1930,F
Ronse,House,199500€,5,550,227,,,,1,,,,2,,To restore,,F
Maurage,House,185000€,4,207,395,,,,1,,,,2,,To renovate,,G
Deerlijk,House,149000€,2,151,442,0,,,1,,,,2,,To be done up,,F
Waregem,Villa,698000€,3,270,862,1,,,1,,,,,,As new,2001,C
Knokke-heist-knokke,Villa,5875000€,6,289,988,0,,,1,,,,4,,Just renovated,1989,B
Zellik,Apartment-block,669000€,5,222,176,0,,1,,,,,2,,Just renovated,1964,B
Seraing,House,149900€,3,105,379,0,0,,1,18,1,148,3,0,Good,,F
Gembloux,Villa,429000€,4,161,985,,,1,1,,,,4,,Good,,C
Schilde,House,745000€,4,162,389,,,,,,1,389,3,,Good,2023,A
Laeken,Apartment-block,749000€,4,395,282,1,,,1,,,,2,,Good,1935,F
Lier,Villa,846000€,4,300,1571,1,0,,,,,,4,0,Good,,B
Veurne,House,1390000€,5,491,14675,,,1,,,,,4,,Good,1860,D
Braine-le-chateau,House,485000€,4,285,414,,0,,1,,,,4,0,,,C
Binche,House,275000€,3,170,230,0,,,,,,,4,,To be done up,,F
Chatelineau,House,139999€,2,152,295,1,0,,1,20,1,295,3,0,To renovate,1940,G
Oudenaarde,House,300000€,3,145,504,,,,,,,,4,,To renovate,1969,F
Ramillies,House,289000€,3,212,820,0,0,,1,,1,610,3,0,To be done up,,D
Chatelineau,House,489000€,4,240,841,0,,,1,,1,841,3,,As new,2022,B
Gembloux,House,179000€,3,188,209,,,,1,,,,,,Good,,D
Neupre,House,375000€,3,177,1405,1,0,,1,20,1,1290,4,0,To be done up,1977,F
Nieuwerkerken,House,329000€,3,179,778,,,,,,,,3,,Good,1918,D
Ellezelles,Country-cottage,275000€,3,,731,0,,,1,20,1,650,3,,As new,,E
Kontich,House,459000€,3,169,211,0,,,1,7,,,3,,,2024,Not specified
Kerksken,House,179000€,4,170,126,,,,,,,,,,To renovate,,F
Jemappes,House,155000€,3,90,63,1,,,1,2,,,3,,Just renovated,,E
Ixelles,Mixed-use-building,2110000€,,407,103,,0,,,,,,2,0,,1938,F
Peruwelz,House,270000€,2,150,2050,1,,1,,,,,4,,Good,,C
Hoegaarden,House,245000€,3,170,568,,,,,,,,3,,,1934,F
Mettet,House,429000€,5,281,1459,1,0,,1,,1,378,4,0,As new,1988,D
Tielt,House,179000€,5,182,80,0,0,,1,,,,2,0,To renovate,,E
Lummen,House,215000€,2,126,994,,,,,,1,936,4,,To renovate,1940,F
Oostakker,House,280000€,2,184,130,1,,,,,1,50,3,,To be done up,1973,E
Anderlecht,Apartment-block,790000€,,879,266,,,,,,,,4,,,1956,Not specified
Sint-truiden,Apartment-block,675000€,5,380,270,1,,,1,35,,,,,Good,1850,B
Gavere,House,269000€,3,126,450,,,,,,,,3,,To be done up,1958,F
Kasterlee,Villa,795000€,4,444,1874,,0,,1,,,,4,0,As new,,B
Merksem-antwerpen,Mixed-use-building,274900€,,312,225,,0,,,,,,2,0,,1950,Not specified
Ooike,House,365000€,3,120,1956,,,,,,,,4,,Good,1973,D
Dilbeek,Villa,695000€,3,225,1386,,,,1,70,,,4,,As new,,A
Houthulst,House,249000€,4,182,2165,0,,,,,,,,,To renovate,,F
Woluwe-saint-lambert,House,400000€,3,114,223,,0,,1,13,,,3,0,To renovate,,G
Ixelles,House,549000€,4,193,125,,,,1,15,1,65,2,,To renovate,1920,G
Roeselare,Town-house,299000€,3,180,493,,,,,,,,3,,To be done up,1935,F
Waremme,House,109000€,1,50,53,0,,,1,11,,,3,,Good,1918,G
Sint-pieters-leeuw,House,490000€,3,156,509,1,,,1,,,,3,,Good,1996,C
Brasschaat,Villa,895000€,4,295,1115,1,0,1,1,,1,1115,4,0,Good,1946,C
Lanquesaint,House,595000€,5,315,3930,1,,1,1,70,1,3485,4,,Good,1989,D
Oudenburg,House,169000€,2,107,300,,,,,,,,3,,To renovate,1953,F
Heers,House,445000€,6,266,792,0,,,1,25,,,,,Just renovated,1954,B
Pont-a-celles,House,360000€,3,133,235,0,0,,1,32,1,60,3,0,Good,2021,A+
Ombret,House,229000€,3,143,526,1,,,1,50,1,200,2,,Good,,D
Ravels-poppel,House,698000€,3,250,1720,,0,,1,,,,4,0,,1967,C
Sint-amandsberg,Bungalow,467000€,2,143,567,1,0,,,,,,4,0,As new,2005,C
Florennes,House,199000€,3,200,408,1,0,,1,10,1,1,3,0,,,E
Heist-op-den-berg,House,348000€,3,203,1394,1,,,,,,,,,To renovate,1973,F
Izegem,House,249000€,4,160,263,0,,,1,25,1,60,3,,To renovate,1972,E
Erpe-mere,House,348000€,3,190,424,0,0,,1,80,1,318,3,0,As new,1930,D
Lessines,Mixed-use-building,595000€,6,400,805,1,,,,,,,2,,,,Not specified
Veltem-beisem,House,1095000€,6,284,615,1,,,1,20,1,320,4,,,2023,A
Saint-nicolas,House,219000€,3,139,331,,0,,,,,,3,0,,,G
De-klinge,House,449000€,3,210,312,1,,,1,,,,2,,,2024,A
Roeselare,House,180000€,3,158,449,,,,,,,,4,,Good,1936,F
Edegem,House,639327€,4,194,575,,,,1,,,,3,,Good,,Not specified
Jemeppe,House,179000€,4,200,155,0,,,1,15,1,45,,,To renovate,1915,G
Destelbergen,House,375000€,3,117,558,,,,,,,,4,,,1961,C
Berchem-sainte-agathe,House,549000€,4,250,,,0,,1,14,,,2,0,,1961,E
Herne,House,389000€,4,210,365,,,1,,,,,2,,Good,1935,C
Oosterzele,House,1150000€,6,282,1345,,0,,1,,,,4,0,As new,,B
Aartselaar,House,865000€,5,292,1687,1,,1,1,1487,,,4,,Good,1993,C
Nassogne,House,259000€,6,204,1390,,0,,1,,,,4,0,To renovate,,F
Virton,Mixed-use-building,250000€,3,149,185,,,,1,,,,2,,To be done up,1850,F
Diepenbeek,House,450000€,4,,,,,,,,,,4,,As new,1920,C
Kasterlee,House,170000€,3,135,565,,,,,,,,4,,,1954,F
Villers-saint-amand,House,160000€,3,125,613,,,,,,,,,,,,G
Beyne-heusay,House,145000€,2,70,90,1,0,,1,9,,,2,0,Good,1918,E
Nivelles,House,199900€,3,170,1046,0,0,,1,50,1,800,3,0,Good,1918,G
Dion,House,395000€,2,134,917,1,,,1,53,1,702,4,,Good,2009,C
Etterbeek,House,965000€,5,200,175,0,0,,1,,1,90,2,0,Good,1929,E
Ranst-emblem,House,529000€,3,150,619,0,,,1,,,,4,,As new,,A
Heusden-zolder,Farmhouse,1390000€,3,300,56841,,0,,,,,,4,0,To renovate,,F
Pelt,House,379000€,3,194,637,1,,1,,,,,4,,Good,1986,B
Lennik,House,475000€,4,180,1122,1,0,,1,50,1,630,4,0,To be done up,1999,C
Holsbeek,Villa,674000€,3,264,1638,0,,,1,50,,,4,,To be done up,1972,C
Anderlecht,House,435000€,3,143,186,0,0,,1,,1,60,2,0,As new,1970,E
Brasschaat,House,523000€,5,241,722,1,,,1,,,,3,,Good,1993,B
Beringen,House,250000€,4,227,1028,,,,1,35,,,4,,To renovate,1957,F
Gavere,Villa,3000000€,5,1280,7464,,,,,,,,4,,As new,1860,Not specified
Gesves,House,290000€,4,265,938,0,,1,1,30,1,700,3,,To be done up,,E
Nijlen-kessel,Bungalow,285000€,2,107,653,,,,,,,,4,,To renovate,1956,D
Aulnois,House,74000€,1,20,1643,0,1,,,,,,4,1,,2023,Not specified
Temse,House,549000€,4,259,1187,0,0,,1,,,,4,0,Good,1985,E
Knokke-heist,House,2495000€,4,240,675,,,,,,,,4,,As new,1988,B
Neufchateau,House,314900€,3,133,863,,0,,1,9,1,761,3,0,Good,2024,A
Anderlecht,House,360000€,6,235,80,0,0,,,,1,10,2,0,To renovate,1940,G
Auderghem,House,1195000€,4,275,540,0,0,,1,40,1,400,4,0,As new,1930,C
Woluwe-saint-lambert,House,899000€,4,240,270,1,,,1,,,,2,,Good,1994,E
Genk,House,310000€,5,240,651,,,,,,,,,,To renovate,1960,D
Leuven,Town-house,365000€,3,167,379,0,,,1,,,,2,,Good,1973,C
Dour-blaugies,House,260000€,7,252,853,,,,1,29,1,747,3,,Good,,E
Zaventem,House,265000€,4,143,141,0,,,1,40,,,3,,To renovate,1900,D
Hoeilaart,House,620000€,3,196,863,0,0,,1,24,1,700,4,0,To be done up,,B
Liege,House,449000€,4,210,248,1,0,,1,,1,146,2,0,Good,,D
Watermael-boitsfort,House,675000€,3,230,137,1,0,,1,30,,,2,0,,1909,G
Knokke-heist,House,2195000€,4,233,883,0,0,,1,,,,4,0,Just renovated,1989,B
Kontich,House,369000€,3,173,343,,0,,1,,1,200,3,0,As new,1974,D
Brussel,Apartment-block,1300000€,6,365,300,0,0,,1,85,,,2,0,Good,1956,D
Schaerbeek,House,525000€,7,,,,,,1,25,,,2,,,1930,G
Huldenberg,House,215000€,3,110,,,,,,,,,,,To renovate,1936,F
Dison,House,249000€,5,161,116,1,0,,1,39,,,2,0,As new,1874,B
Leuven,House,540000€,3,180,173,,,,1,40,1,70,2,,Just renovated,1971,Not specified
Liege,House,219000€,3,120,250,0,1,,1,15,1,120,2,1,Just renovated,1899,C
Schaerbeek,Apartment-block,649000€,5,310,223,1,0,,1,20,1,135,2,0,Good,1915,F
Lubbeek,House,596591€,3,211,653,0,,,1,38,1,653,4,,As new,2024,A++
Ans,House,219000€,2,111,227,1,0,1,1,12,1,159,2,0,Good,1875,B
Antwerpen,House,490000€,5,270,255,1,,1,1,20,1,100,2,,To be done up,1905,C
Auderghem,House,1150000€,6,450,320,0,,1,1,1,1,90,2,,Good,1931,E
Knokke-zoute,House,1375000€,5,205,144,0,,,,,,,2,,Good,2024,Not specified
Auderghem,House,460000€,4,200,140,0,,,1,30,1,60,2,,To renovate,1912,G
Onze-lieve-vrouw-olen,House,485000€,3,214,311,1,,,1,23,1,111,3,,,2024,Not specified
Honnelles,House,1100000€,8,780,21770,,,,1,56,1,21280,4,,Good,,D
Chatelet,Villa,299000€,5,190,992,,0,,1,,,,4,0,,1998,F
Bekkevoort,House,345000€,2,181,557,,,,,,,,3,,,,A+
Gent,House,260000€,3,119,50,,0,,1,,,,2,0,Good,1950,B
Wilrijk,House,449000€,4,260,240,0,,,1,8,1,109,2,,To renovate,1950,C
Flemalle,Farmhouse,369000€,4,165,1470,0,,,1,65,1,950,3,,Good,1874,C
Uccle,Villa,1959000€,5,478,2870,,0,,1,,,,4,0,To renovate,1927,G
Sint-truiden,House,262166€,3,144,150,1,,,,,,,,,Good,2020,Not specified
Torhout,House,395000€,4,211,660,,,,1,,,,4,,Good,1973,C
La-hulpe,Villa,1500000€,6,509,1682,,0,,,,,,4,0,,1995,B
Borsbeek,House,795000€,4,271,449,,,,,,,,3,,Good,2013,A
Saint-ghislain-baudour,House,169000€,2,137,397,1,0,,1,40,1,200,2,0,Just renovated,1971,C
Farciennes,House,395000€,5,475,,1,,,,,,,2,,Good,,E
Kortessem,House,670000€,4,250,3900,0,,1,,,1,1,4,,Just renovated,2023,Not specified
Beringen,House,315000€,3,140,722,,,,,,,,4,,,1971,D
Antwerpen,House,429000€,5,200,90,1,,,,,1,82,2,,Good,1930,C
Everberg-kortenberg,Villa,820000€,3,215,931,,0,,1,,,,4,0,,2007,B
Uccle,Apartment-block,725000€,6,235,,1,0,,,,,,4,0,,,Not specified
Werbomont,House,195000€,2,75,805,0,,,1,,1,805,4,,To renovate,,E
Izegem,House,289000€,3,168,120,0,,,,,1,42,2,,Good,1915,D
Roeselare,House,274000€,3,144,267,1,,,1,32,1,130,2,,Good,1931,C
Manage,Apartment-block,289000€,6,166,110,0,0,,,,,,2,0,Good,1900,C
Strepy-bracquegnies,House,269000€,4,258,366,1,0,,1,,,,2,0,As new,1900,D
Geel,House,499000€,5,210,245,0,,,,,1,65,2,,Just renovated,1959,A
Aalst,House,249000€,4,120,60,1,0,,1,,,,2,0,Good,1900,C
Masnuy-saint-jean,House,270000€,3,120,221,1,0,,1,15,1,136,3,0,Good,,B
Lier,Mansion,795000€,6,446,733,1,,,1,,,,2,,Good,1932,C
Esneux,House,220000€,2,84,690,1,,,1,18,1,500,4,,To be done up,1934,E
Grace-hollogne,House,225000€,3,126,480,0,,,1,38,1,331,3,,Good,1934,E
Liege,House,235000€,3,130,220,0,0,,1,31,1,100,2,0,As new,1940,C
Paal,House,410699€,3,149,977,,,,,,,,4,,,,Not specified
Kontich,House,685000€,3,230,680,,,,1,,,,4,,Good,1986,C
Galmaarden,Country-cottage,2750000€,3,450,28613,0,0,,1,,1,25000,4,0,Good,1992,C
La-louviere,Mixed-use-building,229000€,4,185,100,1,0,,,,,,2,0,Good,1900,Not specified
Waregem,Villa,419000€,4,232,617,1,,,1,20,1,1,4,,To be done up,1976,E
Mariakerke,House,495000€,3,147,219,0,,,,,1,128,,,Just renovated,,B
Oostende,Villa,439000€,4,230,772,,,1,,,,,4,,Good,2000,C
Avennes,House,349000€,5,142,871,1,0,,1,38,1,761,4,0,Good,2019,B
Werbomont,House,250000€,2,182,437,1,,,1,34,,,,,Just renovated,,C
Turnhout,House,780000€,6,555,,0,0,,1,,,,2,0,As new,,B
Woluwe-saint-pierre,Villa,1175000€,4,360,890,,,1,1,25,1,500,4,,To renovate,1972,G
Antwerpen,Mixed-use-building,1199000€,,751,239,,,,1,,,,3,,Good,,E
Ramsel,House,599000€,3,240,3841,,,,1,160,1,2550,4,,As new,1993,C
Aywaille,House,535000€,3,307,768,1,1,,1,,,,4,1,Good,,C
Bruxelles,Mixed-use-building,750000€,8,315,,,,,,,,,2,,To renovate,,Not specified
Anderlecht,House,420000€,4,235,,0,,,,,1,60,2,,Good,,G
Ixelles,Mansion,1595000€,10,554,535,0,0,,1,,,,2,0,As new,1908,D
Gingelom,House,200000€,3,170,334,0,,,,,,,4,,To be done up,1963,F
Laarne,Villa,510000€,3,174,576,,,,1,,,,4,,Good,,C
Forest,Apartment-block,630000€,4,210,309,1,0,,1,18,1,200,2,0,Good,1962,E
Lierde,House,539000€,6,347,1656,1,,,1,1,1,1,4,,Good,1996,C
Ternat,House,430000€,3,140,525,,0,,,,,,3,0,,1918,Not specified
Beringen,House,299000€,3,147,636,0,0,,1,25,1,330,3,0,Good,1964,D
Antwerpen,Mansion,595000€,3,220,78,1,0,,1,16,1,16,2,0,Good,1912,C
Buggenhout,House,159000€,2,134,,,,,,,,,3,,To renovate,,F
Oedelem,House,328000€,2,104,104,,,,,,,,,,Good,,Not specified
La-louviere,House,185000€,3,200,250,1,0,,1,20,1,100,2,0,To be done up,1930,G
Pont-a-celles,House,219900€,3,200,740,0,0,,1,20,1,100,3,0,To be done up,1930,D
Seneffe,House,795000€,5,260,6347,0,,,1,80,1,5682,3,,Good,2000,C
Uccle,House,1590000€,4,537,177,0,,,1,30,1,75,2,,Good,1911,D
Schilde,House,945000€,5,339,950,0,,1,1,,,,4,,Good,2005,A
Oudenaarde,House,365000€,3,167,600,,,,,,,,3,,Good,1979,D
Antwerpen,Mansion,1150000€,5,140,140,0,0,,1,57,,,2,0,Good,,D
Perwez,Villa,430000€,5,180,940,1,0,,1,50,1,800,4,0,As new,1982,C
Aalst,House,370000€,3,277,1400,1,,,1,,,,3,,Good,1957,E
Zwijndrecht,House,369000€,2,173,268,,,,,,,,,,Good,2000,A
Tessenderlo,Villa,399000€,3,158,889,0,,,1,27,1,729,4,,As new,2024,Not specified
Asse,House,395000€,7,233,167,0,0,,1,15,,,3,0,To be done up,1956,C
Kortenaken,House,670000€,5,310,22367,1,,,1,,,,4,,Good,1960,D
Ronse,House,385000€,4,347,1490,0,,1,,,,,2,,To be done up,1976,C
Halen,House,599000€,3,,12884,1,0,,1,,,,4,0,Good,2000,C
Athus,House,195000€,3,95,195,,,1,,,,,3,,To renovate,1930,F
Oudsbergen,Mixed-use-building,895000€,3,,77587,,0,,,,,,4,0,,1968,F
Uccle,Villa,1800000€,4,219,5500,0,0,,1,150,1,5000,4,0,To renovate,1947,G
Frameries-sarsla-bruyere,House,299000€,3,160,4180,1,0,,1,50,1,3920,4,0,As new,,F
Opwijk,House,380000€,3,195,401,0,,,1,,,,2,,As new,1930,B
Paturages,House,135000€,3,155,300,,,,1,,,,2,,To be done up,,F
Charleroi-goutroux,House,299000€,5,209,615,1,0,,1,360,1,250,4,0,Just renovated,1951,C
Erpe-mere,House,299000€,3,220,325,0,0,,1,,,,3,0,As new,1956,D
Brye,Villa,560000€,3,370,1970,1,,1,,,,,3,,Good,,E
Courcelles,House,125000€,3,100,257,1,0,,,,1,213,2,0,Good,,C
Jumet,House,50000€ + 550€ per month,3,135,600,0,,,,,1,400,4,,To renovate,1956,G
Colfontaine-wasmes,House,75000€,2,110,17,0,0,,1,10,,,2,0,To renovate,1950,D
Saint-leger-meixle-tige,House,210000€,2,283,450,0,0,,1,,1,450,2,0,To be done up,1830,F
Affligem,House,339000€,3,150,357,0,0,,1,24,1,204,3,0,Good,1974,D
Zwevezele,House,218000€,3,245,652,,,,,,1,180,3,,To renovate,1965,E
Mortsel,House,462000€,3,163,150,1,,,1,42,,,2,,As new,1953,B
Grand-leez,House,775000€,5,310,2500,,0,,1,,,,3,0,As new,,C
Oupeye-vivegnis,House,220000€,3,143,205,0,0,,1,44,1,100,2,0,Just renovated,1920,B
Stabroek,House,550000€,,224,300,1,,,,,,,2,,,2023,Not specified
Wavre,House,349000€,4,197,565,1,0,,1,25,1,418,3,0,Good,1940,D
Pelt,House,289000€,2,102,1673,,,,1,,,,4,,Good,1973,E
Wegnez,Town-house,249000€,3,156,219,1,0,,1,,1,20,2,0,As new,1975,C
Poperinge,House,540000€,7,285,368,,,,,,1,168,4,,As new,1976,B
Berlaar,House,229500€,2,110,390,,,,,,,,,,To renovate,1930,F
Ath,Villa,309000€,2,115,1480,1,,1,1,21,1,1480,4,,As new,,D
Heusden-zolder,House,175000€,3,158,164,,0,,,,,,3,0,,1930,D
Staden,House,254000€,4,143,808,0,,,,,,,,,To renovate,1976,C
Braine-le-comte,House,995000€,4,341,23110,,,,,,1,21527,4,,Good,,G
Quevy,Farmhouse,535000€,9,672,10265,,0,,1,154,1,9667,4,0,Good,,B
Beringen,House,349000€,3,185,258,,,,,,,,3,,,,B
Zonhoven,House,215000€,3,329,442,,0,,,,,,3,0,,1948,D
Flemalle,House,129000€,4,130,92,0,0,,1,10,1,25,2,0,To renovate,,E
Saint-nicolas,House,275000€,4,270,220,1,0,,1,24,1,50,2,0,Good,1980,B
Oostkamp,House,620000€,4,241,864,0,,,1,,,,4,,As new,1989,B
Lo-reninge,House,169000€,3,276,239,,,,,,,,2,,,,C
Pittem,House,265000€,2,144,87,,,,1,,,,,,Good,,B
Aywaille,House,160000€,1,63,1880,0,0,,1,,,,4,0,To renovate,1982,G
